#,number,registered,added,voted,Turnout Rate,GD Rate,valid,invalid,The Party of Georgian Unity and Development,Coalition for Changes Gvaramia Melia Girchi Droa,Unity-National Movement,European Democrats,Alliance of Patriots of Georgia,"Strong Georgia - Lelo, For People, For Liberty!",Georgian Labour Party,Our United Georgia,Change Georgia,Sakartvelo,Free Georgia,Tribune,Chven,Gakharia for Georgia,Left-Wing Alliance,Unity of Georgian,Girchi,Georgian Dream,dirty
583,00.10.17,2429,9,1441,0.591058244,0.242821985,1424,17,4,178,145,8,59,158,21,1,20,3,2,1,2,147,0,4,79,592,
1755,00.41.09,420,3,250,0.591016548,0.494089835,246,4,0,7,23,0,3,0,0,0,0,0,0,1,0,1,0,0,2,209,
1271,00.26.17,771,4,458,0.590967742,0.326451613,450,8,1,26,47,2,20,53,3,0,5,1,1,0,0,27,1,4,6,253,
609,00.10.43,1343,11,800,0.59084195,0.242245199,792,8,1,115,61,4,24,98,9,1,6,1,1,4,4,99,0,0,36,328,
436,00.07.32,1439,10,856,0.590752243,0.314699793,843,13,0,112,50,5,23,82,9,1,5,1,1,2,0,58,1,0,37,456,
943,00.20.24,2243,12,1332,0.590687361,0.25232816,1308,24,0,148,145,0,23,149,16,4,11,3,2,0,2,133,1,4,98,569,
974,00.20.55,1295,16,774,0.590389016,0.210526316,754,20,1,125,78,5,18,93,11,1,6,2,3,0,1,77,0,2,55,276,
941,00.20.22,1293,13,771,0.590352221,0.228943338,764,7,1,119,83,2,28,84,10,1,8,1,3,3,1,77,0,1,43,299,
2633,00.66.05,1137,3,673,0.590350877,0.335087719,661,12,3,68,85,7,8,48,4,0,1,0,2,0,0,37,0,1,15,382,
1055,00.22.22,1166,3,690,0.590248075,0.48075278,655,35,0,1,45,0,0,46,0,0,0,1,0,0,0,0,0,0,0,562,
1184,00.24.19,459,7,275,0.590128755,0.560085837,268,7,0,0,5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,261,
729,00.13.02,1797,6,1064,0.590127565,0.362174154,1054,10,2,62,136,5,32,88,10,2,3,0,1,1,0,45,0,1,13,653,
2242,00.56.25,590,5,351,0.589915966,0.352941176,338,13,4,24,49,1,3,25,1,3,2,1,2,0,0,6,0,0,7,210,
2378,00.59.23,2811,17,1668,0.589816124,0.295615276,1651,17,3,233,128,8,62,147,17,2,11,3,3,0,0,130,2,2,64,836,
346,00.06.15,2661,15,1578,0.589686099,0.259342302,1563,15,1,213,135,4,38,164,23,0,15,3,2,2,2,176,2,4,85,694,
2445,00.60.18,1796,5,1062,0.589672404,0.370349806,1046,16,4,83,95,5,25,66,4,0,6,2,3,1,2,64,0,0,19,667,
637,00.10.71,1409,14,839,0.589599438,0.241742797,829,10,0,117,49,3,40,90,8,4,9,1,1,0,2,102,2,3,54,344,
909,00.19.10,220,4,132,0.589285714,0.348214286,131,1,0,11,10,1,13,11,0,0,0,0,0,0,0,6,0,0,1,78,
45,00.87.51,0,545,321,0.588990826,0.075229358,320,1,0,98,41,0,2,86,8,1,1,0,0,1,0,32,1,0,8,41,
2827,00.79.44,1609,16,957,0.588923077,0.276923077,941,16,4,110,154,5,11,57,1,1,6,2,6,2,8,92,0,2,30,450,
317,00.05.43,2560,11,1514,0.588875924,0.267989109,1497,17,1,184,125,5,55,161,16,2,14,2,3,1,0,175,3,3,58,689,
1848,00.45.08,297,2,176,0.588628763,0.434782609,172,4,1,4,7,1,4,11,0,0,2,0,0,0,0,12,0,0,0,130,
2455,00.60.28,642,7,382,0.588597843,0.423728814,377,5,0,17,27,2,10,26,1,0,1,0,1,0,0,12,1,0,4,275,
2426,00.59.71,1366,12,811,0.588534107,0.287373004,801,10,2,108,80,1,18,61,9,4,12,2,0,2,0,58,2,3,43,396,
1561,00.35.06,1992,15,1181,0.588440458,0.271549576,1168,13,5,150,136,5,49,118,12,0,8,2,3,4,0,86,2,0,43,545,
809,00.16.06,1331,10,789,0.58836689,0.255033557,765,24,6,58,153,6,21,88,4,1,8,1,3,0,1,49,0,1,23,342,
540,00.09.55,1446,14,859,0.588356164,0.248630137,849,10,1,115,78,2,26,88,8,0,4,2,0,1,2,110,0,2,47,363,
2133,00.53.01,2289,6,1350,0.588235294,0.418736383,1323,27,3,90,69,9,21,82,6,4,4,2,0,2,0,51,1,2,16,961,
1373,00.28.39,278,6,167,0.588028169,0.36971831,164,3,0,14,10,2,5,17,2,0,1,0,0,0,0,7,0,1,0,105,
3019,00.83.12,1277,7,755,0.588006231,0.276479751,705,50,1,46,168,4,14,42,3,2,1,0,0,2,1,55,0,2,9,355,
1771,00.41.25,1310,3,772,0.587966489,0.517897944,755,17,0,20,41,3,1,0,0,0,0,0,0,2,1,5,1,1,0,680,
293,00.05.19,1463,15,869,0.587956698,0.236129905,863,6,4,150,73,2,31,97,6,0,9,2,4,0,1,93,1,3,38,349,
1754,00.41.08,923,4,545,0.587918015,0.497303128,533,12,0,16,48,3,1,0,0,0,0,0,0,0,1,3,0,0,0,461,
2459,00.60.32,1086,6,642,0.587912088,0.409340659,626,16,1,30,36,3,13,33,5,0,2,1,4,0,1,32,1,1,16,447,
623,00.10.57,1168,16,696,0.587837838,0.228040541,683,13,2,121,44,0,19,86,7,0,5,2,1,1,4,89,0,2,30,270,
2710,00.67.58,737,3,435,0.587837838,0.340540541,431,4,2,55,46,2,5,35,1,1,2,1,0,1,1,23,0,0,4,252,
1764,00.41.18,1055,5,623,0.587735849,0.5,608,15,0,24,36,2,4,3,0,0,2,0,1,0,0,5,0,0,1,530,
1412,00.30.19,1262,4,744,0.587677725,0.390995261,728,16,2,33,48,3,30,64,1,0,8,0,1,2,0,31,0,0,10,495,
2697,00.67.45,1896,3,1116,0.587677725,0.299104792,1092,24,4,115,262,9,13,50,1,1,4,3,0,1,1,36,0,5,19,568,
739,00.13.12,240,34,161,0.587591241,0.368613139,160,1,0,2,27,2,5,11,0,0,0,0,0,0,0,2,1,0,9,101,
965,00.20.46,2237,18,1325,0.587583149,0.227494457,1309,16,3,195,150,3,37,140,18,0,13,2,7,2,0,143,2,5,76,513,
1785,00.43.04,383,17,235,0.5875,0.4075,233,2,0,9,9,0,8,27,3,0,0,0,0,0,0,6,0,0,8,163,
959,00.20.40,2272,9,1340,0.58746164,0.222709338,1325,15,6,184,163,5,25,142,24,0,28,3,3,1,1,148,0,3,81,508,
946,00.20.27,1401,46,850,0.587422253,0.258465791,834,16,4,129,71,1,26,94,9,1,7,1,3,2,2,67,0,5,38,374,DIRTY
2371,00.59.16,2469,17,1460,0.587288817,0.261061947,1444,16,0,228,154,3,46,158,8,0,14,0,1,2,1,106,2,5,67,649,
873,00.17.41,1466,7,865,0.587236931,0.310251188,878,-13,1,31,222,5,21,75,4,1,5,1,0,1,1,40,1,1,11,457,DIRTY
973,00.20.54,1270,14,754,0.587227414,0.246105919,748,6,3,112,78,3,29,77,1,0,9,1,4,1,1,77,3,1,32,316,
508,00.09.23,1220,13,724,0.587185726,0.229521492,709,15,5,104,42,2,29,78,11,1,4,2,4,1,1,76,1,6,59,283,
2440,00.60.13,961,3,566,0.587136929,0.394190871,550,16,1,29,60,2,12,35,1,0,5,0,0,0,0,18,0,2,5,380,
1904,00.46.23,150,5,91,0.587096774,0.567741935,91,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,88,
561,00.09.76,1768,14,1046,0.58698092,0.223344557,1035,11,1,187,65,5,23,134,16,0,18,2,3,0,1,132,0,3,47,398,
1716,00.40.32,928,9,550,0.586979723,0.552828175,546,4,0,12,2,1,0,2,2,0,0,0,1,4,1,3,0,0,0,518,
2636,00.66.08,743,5,439,0.586898396,0.342245989,430,9,1,47,41,3,10,39,2,0,1,0,0,2,0,20,1,1,6,256,
2247,00.56.30,1003,6,592,0.586719524,0.374628345,578,14,1,33,47,0,32,31,7,1,1,0,1,0,1,29,0,1,15,378,
777,00.15.05,1882,5,1107,0.586645469,0.293587705,1084,23,2,120,164,8,15,130,10,1,8,1,4,2,0,50,1,2,12,554,
1015,00.21.35,1356,27,811,0.586406363,0.355748373,796,15,0,43,75,3,40,57,9,0,7,0,1,0,0,46,1,1,21,492,
2110,00.52.02,946,9,560,0.586387435,0.318324607,550,10,2,79,73,3,9,41,1,0,1,0,1,0,0,22,0,0,14,304,
967,00.20.48,2511,12,1479,0.586206897,0.206500198,1456,23,3,249,174,3,55,144,21,1,16,2,7,2,2,163,4,1,88,521,
614,00.10.48,1559,14,922,0.586141132,0.22186904,911,11,4,130,83,2,28,121,14,1,8,2,2,1,0,109,0,1,56,349,
603,00.10.37,2153,14,1270,0.586063683,0.233041071,1254,16,1,194,108,5,40,157,20,3,9,2,7,3,1,129,0,5,65,505,
345,00.06.14,2258,10,1329,0.585978836,0.252204586,1308,21,1,181,107,0,54,114,10,3,11,2,1,2,2,182,1,0,65,572,
2238,00.56.21,360,7,215,0.585831063,0.411444142,215,0,0,18,9,0,9,10,2,1,1,0,0,0,0,12,0,0,2,151,
2324,00.58.27,531,5,314,0.585820896,0.322761194,310,4,0,25,59,5,3,16,1,0,5,0,1,0,0,17,0,1,4,173,
1897,00.46.16,46,24,41,0.585714286,0.457142857,40,1,0,0,3,0,0,2,0,0,0,0,0,0,0,1,0,0,2,32,
2786,00.79.03,2714,16,1599,0.585714286,0.274725275,1568,31,6,193,168,6,25,156,13,3,9,5,4,0,1,167,0,5,57,750,
310,00.05.36,1340,9,790,0.585618977,0.246849518,786,4,2,124,69,5,37,86,10,1,4,1,0,1,1,74,0,1,37,333,
1635,00.37.18,988,1,579,0.585439838,0.506572295,574,5,2,26,27,1,2,3,1,0,0,2,2,0,0,4,2,0,1,501,
3024,00.83.17,1774,11,1045,0.585434174,0.319887955,1002,43,4,58,161,9,11,56,1,0,9,1,5,2,2,91,2,2,17,571,
1320,00.27.26,1307,12,772,0.585291888,0.26762699,758,14,1,90,71,3,27,74,9,2,11,1,0,1,1,81,1,0,32,353,
415,00.07.11,1528,10,900,0.585175553,0.265929779,895,5,0,127,59,4,19,133,7,2,3,0,2,0,2,86,1,2,39,409,
2639,00.66.11,1989,9,1169,0.585085085,0.337837838,1161,8,3,128,165,6,21,56,4,1,4,1,1,2,1,68,1,5,19,675,
2802,00.79.19,2031,10,1194,0.585007349,0.266536012,1162,32,2,128,185,4,14,76,4,3,7,0,1,1,3,159,0,1,30,544,
1205,00.24.40,192,8,117,0.585,0.54,116,1,0,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,
311,00.05.37,1219,17,723,0.584951456,0.248381877,714,9,0,109,53,1,22,75,15,1,9,3,0,0,0,76,1,3,39,307,
1913,00.47.09,48,5,31,0.58490566,0.339622642,30,1,0,0,3,0,0,8,0,0,0,0,0,0,0,0,0,0,1,18,
1469,00.32.44,1435,8,844,0.584892585,0.363825364,831,13,1,43,95,2,30,66,3,2,1,2,3,1,0,41,1,3,12,525,
784,00.15.12,2616,5,1533,0.584891263,0.371995422,1504,29,1,83,159,2,36,120,11,1,10,1,3,2,1,71,0,2,26,975,
894,00.18.19,488,1,286,0.584867076,0.372188139,280,6,0,20,24,2,3,25,6,1,1,0,0,1,0,10,0,1,4,182,
629,00.10.63,1464,10,862,0.584803256,0.236092266,862,0,0,147,53,4,39,109,15,1,6,1,6,1,2,88,0,0,42,348,
1821,00.44.17,113,5,69,0.584745763,0.313559322,69,0,0,15,5,1,2,7,0,0,0,0,0,0,0,1,1,0,0,37,
328,00.05.54,2999,15,1762,0.584605176,0.257796948,1744,18,0,262,124,3,45,188,18,2,19,2,7,1,3,194,1,1,97,777,DIRTY
426,00.07.22,1426,11,840,0.584551148,0.265831594,831,9,0,114,60,3,22,88,6,0,5,0,5,1,2,107,0,3,33,382,
2075,00.51.11,1092,3,640,0.584474886,0.309589041,628,12,1,78,60,7,24,41,1,0,5,0,0,3,0,47,5,2,15,339,
922,00.20.03,1612,48,970,0.584337349,0.247590361,955,15,3,130,107,7,23,93,7,0,14,3,6,2,3,87,0,5,54,411,
1433,00.32.08,1167,14,690,0.584250635,0.292125318,678,12,0,49,66,1,25,58,11,1,6,0,3,1,0,77,0,1,34,345,
2677,00.67.25,1180,8,694,0.584175084,0.339225589,686,8,2,103,90,7,11,28,1,1,3,0,0,2,0,28,1,2,4,403,
1109,00.22.77,497,8,295,0.584158416,0.514851485,292,3,0,4,20,0,0,0,0,0,0,0,0,3,0,3,0,0,2,260,
899,00.18.24,1441,9,847,0.584137931,0.265517241,837,10,3,84,185,3,15,85,7,1,3,0,1,1,1,48,2,0,13,385,
2825,00.79.42,1873,12,1101,0.584084881,0.276923077,1071,30,1,93,173,8,12,83,2,2,8,3,1,1,6,137,0,0,19,522,
1741,00.40.57,382,0,223,0.583769634,0.505235602,220,3,0,7,12,0,0,7,0,0,0,1,0,0,0,0,0,0,0,193,
1495,00.32.70,827,9,488,0.583732057,0.320574163,488,0,0,45,58,0,16,40,0,0,3,1,4,0,0,38,0,0,15,268,
1455,00.32.30,1316,5,771,0.583648751,0.359576079,762,9,0,60,42,3,25,49,8,1,4,1,2,2,0,75,1,0,14,475,
975,00.20.56,2149,10,1260,0.58360352,0.218156554,1240,20,7,183,160,5,30,142,14,0,15,1,2,0,3,149,1,3,54,471,
594,00.10.28,2554,15,1499,0.583495524,0.237835734,1486,13,6,244,90,0,57,179,13,2,10,3,6,1,8,168,0,2,86,611,
2500,00.61.27,572,9,339,0.583476764,0.328743546,336,3,0,28,30,1,3,42,3,0,3,1,2,1,0,24,0,0,7,191,
1609,00.36.16,660,5,388,0.583458647,0.351879699,385,3,1,26,22,2,19,37,7,3,3,0,0,0,0,24,0,1,6,234,
111,00.02.19,1725,13,1014,0.583429229,0.254890679,1006,8,0,148,60,4,23,128,11,3,7,5,1,0,1,103,1,1,67,443,
518,00.09.33,1489,11,875,0.583333333,0.249333333,870,5,3,91,54,0,42,118,7,0,7,1,5,3,1,119,0,3,42,374,
1490,00.32.65,444,12,266,0.583333333,0.388157895,256,10,0,6,24,2,5,20,2,0,4,0,1,0,0,9,0,0,6,177,
1929,00.47.25,104,4,63,0.583333333,0.574074074,63,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,
335,00.06.04,2318,12,1359,0.583261803,0.258369099,1337,22,1,184,127,10,33,117,17,2,17,2,3,0,2,143,1,4,72,602,
2744,00.68.22,1230,8,722,0.583198708,0.268982229,705,17,0,75,93,4,9,52,2,0,0,0,1,0,1,133,0,2,0,333,
1594,00.36.01,1752,9,1027,0.583191369,0.333333333,1016,11,0,90,85,4,42,77,6,2,15,5,0,0,2,70,0,3,28,587,
2134,00.53.02,2414,9,1413,0.58316137,0.387123401,1394,19,1,140,89,5,23,102,11,2,5,1,2,0,0,57,0,2,16,938,
2498,00.61.25,459,4,270,0.583153348,0.358531317,267,3,0,12,22,4,12,28,1,0,1,0,0,0,0,16,0,1,4,166,
2819,00.79.36,1373,16,810,0.583153348,0.26349892,797,13,3,85,106,3,12,71,9,1,2,0,6,2,4,97,1,2,27,366,
1492,00.32.67,1480,2,864,0.582995951,0.367071525,854,10,0,82,55,6,21,60,5,0,6,2,3,0,0,44,0,1,25,544,
560,00.09.75,1324,16,781,0.582835821,0.253731343,770,11,2,112,54,0,19,83,10,2,4,1,0,1,0,97,0,2,43,340,
2115,00.52.07,1572,5,919,0.582752061,0.30944832,903,16,1,115,113,6,16,88,3,0,5,0,3,2,1,38,1,2,21,488,
1921,00.47.17,108,7,67,0.582608696,0.486956522,67,0,1,4,1,0,1,0,0,0,0,0,0,0,0,4,0,0,0,56,
2560,00.64.03,986,8,579,0.58249497,0.323943662,567,12,0,62,54,2,7,16,3,0,5,0,0,1,0,88,0,1,6,322,
1202,00.24.37,261,0,152,0.582375479,0.53256705,150,2,0,1,8,0,0,0,0,1,1,0,0,0,0,0,0,0,0,139,
901,00.19.02,1135,7,665,0.582311734,0.320490368,657,8,2,81,41,4,26,56,12,1,4,1,0,0,0,36,1,0,26,366,
2909,00.81.07,1698,9,994,0.582308143,0.34973638,981,13,3,77,91,3,15,64,6,1,3,5,4,0,0,82,0,2,28,597,
525,00.09.40,1274,14,750,0.582298137,0.246118012,747,3,0,103,66,2,41,79,11,0,5,0,5,4,0,77,1,2,34,317,
2832,00.79.49,2142,15,1256,0.582290218,0.278164117,1189,67,2,120,191,6,12,85,3,0,9,0,6,1,6,128,0,1,19,600,
601,00.10.35,1494,14,878,0.582228117,0.210212202,869,9,1,141,87,4,26,124,11,0,9,2,2,5,2,87,3,1,47,317,
911,00.19.12,881,7,517,0.582207207,0.32545045,507,10,2,43,36,2,31,45,3,2,6,2,1,0,1,28,1,1,14,289,
1569,00.35.14,2299,8,1343,0.582141309,0.275249241,1328,15,2,124,128,6,46,136,13,3,10,3,1,1,2,167,2,2,47,635,
1442,00.32.17,1441,14,847,0.582130584,0.289347079,837,10,2,84,89,3,27,80,11,2,8,0,4,1,0,77,1,2,25,421,
1430,00.32.05,1418,13,833,0.582110412,0.302585604,821,12,2,94,57,1,21,98,9,0,6,0,3,0,2,70,0,0,25,433,
496,00.09.11,1510,16,888,0.581913499,0.249672346,880,8,7,122,66,3,23,123,7,0,9,1,2,3,0,90,1,3,39,381,
620,00.10.54,2227,16,1305,0.581810076,0.21444494,1284,21,3,201,75,9,42,159,24,0,14,2,4,1,2,190,3,3,71,481,
2561,00.64.04,964,14,569,0.581799591,0.295501022,564,5,1,73,52,5,18,26,1,0,4,2,3,0,0,70,0,3,17,289,
2071,00.51.07,1242,6,726,0.581730769,0.313301282,720,6,1,76,75,5,19,58,12,1,3,0,1,3,0,45,0,0,30,391,
814,00.16.11,1188,12,698,0.581666667,0.3225,680,18,0,34,109,3,31,57,9,0,3,1,4,0,1,30,0,2,9,387,
838,00.17.06,2316,12,1354,0.58161512,0.282646048,1335,19,4,153,166,8,47,143,17,0,12,2,2,8,0,77,0,1,37,658,
2765,00.70.05,1413,11,828,0.581460674,0.374297753,823,5,0,70,48,6,14,45,0,0,4,0,1,0,0,76,1,5,20,533,
1531,00.33.11,206,9,125,0.581395349,0.437209302,122,3,0,3,10,0,1,8,1,0,1,0,0,1,0,2,0,0,1,94,
2590,00.64.33,755,2,440,0.581241744,0.331571995,433,7,0,34,63,7,8,28,2,1,0,0,1,1,0,28,0,3,6,251,
286,00.05.12,2790,10,1627,0.581071429,0.259642857,1613,14,3,208,129,4,46,164,19,5,13,0,3,11,2,201,1,4,73,727,
271,00.04.18,1354,16,796,0.581021898,0.271532847,789,7,1,104,77,1,19,69,12,1,5,0,2,2,0,78,0,2,44,372,
495,00.09.10,1481,13,868,0.580990629,0.239625167,861,7,1,150,66,3,20,73,19,0,2,1,2,0,1,118,0,7,40,358,
888,00.18.13,288,27,183,0.580952381,0.336507937,182,1,0,12,21,0,7,17,1,0,3,0,0,0,0,8,0,1,6,106,
2785,00.79.02,2449,16,1432,0.580933063,0.260851927,1409,23,4,182,205,9,24,133,4,2,7,3,4,3,2,142,0,3,39,643,
885,00.18.10,1403,7,819,0.580851064,0.275177305,806,13,2,100,184,4,17,45,2,1,9,1,1,2,0,31,1,3,15,388,
958,00.20.39,1306,13,766,0.580742987,0.233510235,762,4,1,104,92,5,15,67,16,1,6,4,0,1,2,92,1,1,46,308,
1729,00.40.45,1572,4,915,0.580583756,0.538071066,902,13,1,1,8,0,0,38,0,3,0,0,0,0,0,3,0,0,0,848,
2070,00.51.06,2614,10,1523,0.580411585,0.286204268,1493,30,3,176,145,9,35,136,9,0,19,4,4,0,3,149,1,3,46,751,
2588,00.64.31,647,6,379,0.580398162,0.336906585,373,6,1,41,56,1,1,20,0,0,1,1,1,1,0,27,0,0,2,220,
1314,00.27.20,898,10,527,0.580396476,0.313876652,522,5,1,36,36,1,23,68,1,0,2,0,0,0,1,43,0,0,25,285,
1387,00.29.04,308,16,188,0.580246914,0.425925926,184,4,0,12,10,0,6,14,0,0,0,0,0,0,0,3,0,1,0,138,
868,00.17.36,1012,10,593,0.580234834,0.300391389,587,6,1,25,132,4,18,48,4,0,3,3,3,0,1,26,0,0,12,307,
1622,00.37.05,1149,11,673,0.580172414,0.324137931,662,11,2,96,87,0,12,31,0,1,5,1,1,1,0,31,0,0,18,376,
818,00.16.15,1760,2,1022,0.580022701,0.24631101,1056,-34,4,86,213,16,51,140,8,0,14,1,2,2,1,60,2,4,18,434,DIRTY
1930,00.47.26,254,15,156,0.579925651,0.394052045,154,2,0,2,8,0,6,29,0,0,0,0,0,0,0,3,0,0,0,106,
617,00.10.51,2564,16,1496,0.579844961,0.224031008,1469,27,1,273,112,5,49,143,20,1,6,0,3,2,3,177,0,4,92,578,
2862,00.79.79,1183,11,692,0.579564489,0.316582915,668,24,2,85,81,3,13,45,0,0,4,1,4,0,0,36,2,0,14,378,
348,00.06.17,2849,17,1661,0.579553385,0.232728542,1642,19,4,248,119,5,56,211,30,4,12,5,2,3,1,182,3,2,88,667,
1600,00.36.07,1025,7,598,0.579457364,0.325581395,593,5,1,71,59,1,23,41,2,2,4,1,0,1,1,27,2,1,20,336,
1487,00.32.62,1411,6,821,0.579393084,0.31686662,780,41,1,51,89,3,33,87,7,1,6,1,0,0,0,33,0,6,13,449,
395,00.06.63,2539,12,1478,0.579380635,0.261858095,1465,13,7,164,120,6,72,147,13,1,18,0,5,2,4,161,0,4,73,668,
338,00.06.07,2619,10,1523,0.579307722,0.241917079,1510,13,2,247,153,9,36,159,15,0,11,2,5,5,0,160,0,5,65,636,
841,00.17.09,2291,7,1331,0.579199304,0.271105309,1316,15,1,121,234,3,30,150,13,0,5,0,3,0,2,101,1,0,29,623,
1426,00.32.01,1357,7,790,0.579178886,0.315249267,777,13,3,71,72,5,32,83,8,2,8,0,0,0,0,45,1,1,16,430,
344,00.06.13,2583,9,1501,0.579089506,0.238811728,1477,24,4,217,126,5,37,170,21,2,20,4,4,4,3,158,1,4,78,619,
586,00.10.20,1662,10,968,0.578947368,0.223684211,957,11,0,174,75,1,33,101,10,2,5,2,0,1,1,113,3,5,57,374,
1471,00.32.46,1254,2,727,0.578821656,0.366242038,718,9,1,55,42,4,22,39,2,0,2,1,4,0,0,67,0,0,19,460,
993,00.21.13,1113,10,650,0.578806768,0.309884239,641,9,0,49,61,1,32,51,8,0,11,1,4,0,1,57,0,1,16,348,
1259,00.26.05,919,9,537,0.578663793,0.387931034,531,6,2,20,27,0,15,49,4,1,1,1,0,0,1,43,0,1,6,360,
1597,00.36.04,1648,8,958,0.578502415,0.341183575,942,16,2,81,59,1,24,67,9,0,11,2,2,0,0,90,0,2,27,565,
259,00.04.06,2331,15,1357,0.578431373,0.234441603,1344,13,0,255,153,4,26,155,13,0,5,4,2,2,0,128,1,2,44,550,
2822,00.79.39,1482,17,867,0.57838559,0.254836558,841,26,1,119,103,3,23,64,4,2,3,0,5,2,1,93,0,0,36,382,
2320,00.58.23,1617,5,938,0.578298397,0.321208385,914,24,2,79,147,7,20,55,5,1,7,2,4,1,1,47,1,0,14,521,
330,00.05.56,1706,13,994,0.578243165,0.264688773,984,10,1,118,90,3,35,122,8,2,6,1,2,1,1,95,1,1,42,455,
366,00.06.35,1358,12,792,0.57810219,0.276642336,784,8,5,93,70,4,32,60,12,0,7,1,0,0,1,93,0,1,26,379,
1665,00.39.04,1113,3,645,0.577956989,0.543010753,636,9,0,1,15,0,1,6,1,0,0,0,0,1,0,2,1,0,2,606,
1548,00.33.28,1468,1,849,0.57794418,0.343090538,831,18,3,56,91,5,34,59,5,0,11,3,1,0,0,41,0,2,16,504,
1543,00.33.23,478,5,279,0.577639752,0.385093168,270,9,1,17,26,1,7,19,0,0,2,0,0,1,0,8,0,1,1,186,
2089,00.51.25,1187,11,692,0.577629382,0.285475793,677,15,1,94,83,3,14,43,5,3,7,0,1,4,0,61,0,2,14,342,
763,00.14.11,1857,11,1079,0.577623126,0.435224839,1072,7,1,44,90,1,23,56,2,0,3,0,2,0,0,19,2,0,16,813,
487,00.09.02,2559,14,1486,0.57753595,0.273999223,1467,19,2,170,87,4,56,164,19,0,12,1,4,3,1,155,0,2,82,705,
716,00.12.33,1286,4,745,0.57751938,0.335658915,738,7,2,66,66,3,23,61,3,0,8,0,2,1,0,59,0,2,9,433,
566,00.09.81,2614,8,1514,0.577421815,0.236460717,1514,0,2,218,114,2,66,204,16,4,14,1,1,5,2,165,1,0,79,620,
1905,00.47.01,1003,19,590,0.577299413,0.371819961,586,4,3,61,39,2,10,38,2,1,3,1,0,0,0,30,0,0,16,380,
2839,00.79.56,1525,8,885,0.577299413,0.274624918,853,32,1,51,140,0,13,66,1,2,6,3,4,5,4,110,1,2,23,421,
1458,00.32.33,769,9,449,0.577120823,0.299485861,446,3,1,22,56,3,16,52,5,0,7,0,0,0,2,34,0,2,13,233,
2630,00.66.02,1962,10,1138,0.577079108,0.331135903,1120,18,2,155,92,6,12,72,4,0,5,0,2,2,0,90,0,6,19,653,
2815,00.79.32,2853,15,1655,0.577057183,0.244072524,1576,79,4,239,233,6,24,108,5,4,10,1,4,1,6,188,0,3,40,700,
955,00.20.36,2639,11,1529,0.576981132,0.221132075,1509,20,3,221,195,15,49,168,23,1,21,4,5,2,1,158,2,2,53,586,
1098,00.22.65,512,8,300,0.576923077,0.436538462,293,7,0,9,19,0,2,11,0,0,1,0,1,0,0,19,0,0,4,227,
1941,00.47.37,409,7,240,0.576923077,0.384615385,237,3,1,6,2,0,8,37,0,2,0,0,0,1,0,17,0,0,3,160,
2116,00.52.08,488,6,285,0.576923077,0.251012146,283,2,0,56,48,2,0,24,1,0,2,0,0,2,0,11,1,4,8,124,
506,00.09.21,1347,12,784,0.576894776,0.279617366,773,11,2,101,32,1,32,87,9,0,9,2,4,0,1,71,1,0,41,380,
767,00.14.15,977,3,565,0.576530612,0.373469388,558,7,2,34,37,1,41,24,1,0,3,0,0,1,1,25,2,0,20,366,
2722,00.67.70,1608,4,929,0.57630273,0.260545906,902,27,1,134,177,4,8,50,1,0,2,0,2,1,1,87,0,6,8,420,
1461,00.32.36,610,6,355,0.576298701,0.310064935,352,3,0,23,43,1,16,38,1,0,5,0,0,1,1,26,1,1,4,191,
571,00.10.05,1542,13,896,0.576205788,0.239871383,889,7,1,133,50,2,58,99,12,0,3,1,2,2,1,99,0,2,51,373,
2713,00.67.61,931,8,541,0.576144835,0.361022364,535,6,0,90,50,1,6,19,2,1,0,0,0,0,1,15,0,6,5,339,
1489,00.32.64,1053,11,613,0.57612782,0.381578947,609,4,0,35,33,2,15,55,2,0,1,2,0,0,0,46,1,1,10,406,
927,00.20.08,1360,13,791,0.576110706,0.252002913,773,18,3,132,68,3,22,65,12,0,12,1,5,0,0,69,0,2,33,346,
1212,00.24.47,334,8,197,0.576023392,0.438596491,190,7,0,0,37,0,1,0,0,0,0,0,1,0,0,1,0,0,0,150,
442,00.07.38,1313,10,762,0.575963719,0.247165533,752,10,1,108,44,3,33,111,4,1,5,2,1,0,1,74,1,1,35,327,
488,00.09.03,2610,12,1510,0.575896262,0.264302059,1492,18,3,180,89,5,58,164,21,2,20,2,5,3,4,155,1,3,84,693,
2095,00.51.31,572,8,334,0.575862069,0.403448276,343,-9,1,27,23,0,5,27,3,1,2,0,1,0,0,14,0,1,4,234,DIRTY
2367,00.59.12,1386,12,805,0.575822604,0.284692418,796,9,1,99,64,4,21,76,4,1,9,2,0,0,0,69,1,1,46,398,
1479,00.32.54,1451,13,843,0.575819672,0.297131148,827,16,1,76,94,4,35,84,5,0,6,1,1,0,0,65,0,2,18,435,
1122,00.23.09,652,8,380,0.575757576,0.445454545,369,11,3,1,65,1,3,2,0,0,0,0,0,0,0,0,0,0,0,294,
2366,00.59.11,1408,11,817,0.575757576,0.289640592,804,13,0,100,84,1,32,59,6,0,7,4,1,0,3,67,0,0,29,411,
